Content Id,Reaction Type,Date,Time,Content Type,Category,Sentiment,Score
ab4c4756-1c50-4136-bad9-3216e01ffac2,Disgust,2021-04-24,1900-01-01 11:52:00,Audio,Fitness,Negative,0
ab4c4756-1c50-4136-bad9-3216e01ffac2,Disgust,2021-03-18,1900-01-01 22:16:00,Audio,Fitness,Negative,0
4478d98e-43e8-4dc0-884d-c1115aa8b970,Disgust,2020-07-05,1900-01-01 20:02:00,Audio,Animals,Negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,Disgust,2020-11-12,1900-01-01 19:22:00,Photo,Fitness,Negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,Disgust,2020-09-21,1900-01-01 08:22:00,Photo,Fitness,Negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,Disgust,2021-04-18,1900-01-01 13:09:00,Photo,Fitness,Negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,Disgust,2021-01-27,1900-01-01 15:57:00,Photo,Fitness,Negative,0
bfa4e11c-9d72-49b9-bd43-49d95c2e5181,Disgust,2020-12-06,1900-01-01 06:14:00,Photo,Veganism,Negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,Disgust,2020-06-26,1900-01-01 16:08:00,Video,Dogs,Negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,Disgust,2021-05-18,1900-01-01 09:59:00,Video,Dogs,Negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,Disgust,2021-02-22,1900-01-01 18:10:00,Video,Dogs,Negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,Disgust,2020-09-01,1900-01-01 06:27:00,Gif,Healthy Eating,Negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,Disgust,2020-10-27,1900-01-01 14:22:00,Gif,Healthy Eating,Negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,Disgust,2021-03-25,1900-01-01 11:15:00,Gif,Healthy Eating,Negative,0
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,Disgust,2021-02-07,1900-01-01 18:56:00,Gif,Studying,Negative,0
14ed7f7b-2c96-4458-8a39-606c25c14180,Disgust,2021-02-24,1900-01-01 03:44:00,Video,Tennis,Negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,Disgust,2020-11-24,1900-01-01 19:10:00,Gif,Tennis,Negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,Disgust,2021-01-22,1900-01-01 16:02:00,Gif,Tennis,Negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,Disgust,2021-03-28,1900-01-01 13:07:00,Gif,Tennis,Negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,Disgust,2020-09-03,1900-01-01 10:59:00,Gif,Travel,Negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,Disgust,2020-11-10,1900-01-01 07:27:00,Gif,Travel,Negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,Disgust,2021-01-25,1900-01-01 00:52:00,Gif,Travel,Negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,Disgust,2020-06-26,1900-01-01 18:09:00,Gif,Travel,Negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,Disgust,2021-01-20,1900-01-01 19:32:00,Gif,Travel,Negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Disgust,2020-10-24,1900-01-01 10:08:00,Video,Science,Negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Disgust,2020-08-07,1900-01-01 09:07:00,Video,Science,Negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Disgust,2021-01-16,1900-01-01 05:51:00,Video,Science,Negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,Disgust,2020-09-21,1900-01-01 09:10:00,Video,Technology,Negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,Disgust,2021-02-04,1900-01-01 07:27:00,Video,Technology,Negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,Disgust,2021-05-26,1900-01-01 13:22:00,Video,Technology,Negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Disgust,2020-12-20,1900-01-01 01:10:00,Video,Science,Negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Disgust,2021-06-03,1900-01-01 02:16:00,Video,Science,Negative,0
82145a60-013e-4d96-81a5-399af8618158,Disgust,2021-02-03,1900-01-01 23:56:00,Audio,Food,Negative,0
82145a60-013e-4d96-81a5-399af8618158,Disgust,2020-07-22,1900-01-01 21:59:00,Audio,Food,Negative,0
d852b946-01e1-44fe-abd7-26198660cbdb,Disgust,2020-09-10,1900-01-01 10:21:00,Gif,Food,Negative,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Disgust,2021-02-08,1900-01-01 05:08:00,Gif,Healthy Eating,Negative,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Disgust,2021-04-23,1900-01-01 03:13:00,Gif,Healthy Eating,Negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Disgust,2020-07-15,1900-01-01 19:23:00,Video,Culture,Negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Disgust,2021-02-12,1900-01-01 16:04:00,Video,Culture,Negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Disgust,2020-06-25,1900-01-01 05:15:00,Video,Culture,Negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,Disgust,2021-05-17,1900-01-01 13:47:00,Gif,Soccer,Negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,Disgust,2021-04-29,1900-01-01 18:04:00,Gif,Soccer,Negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,Disgust,2020-12-15,1900-01-01 03:05:00,Gif,Soccer,Negative,0
026973ef-4b73-4901-9160-bc9e04516057,Disgust,2020-12-27,1900-01-01 23:36:00,Audio,Culture,Negative,0
026973ef-4b73-4901-9160-bc9e04516057,Disgust,2020-10-20,1900-01-01 13:31:00,Audio,Culture,Negative,0
f08bdab2-b888-484e-8fd9-919e6ed86c12,Disgust,2021-03-25,1900-01-01 19:36:00,Audio,Education,Negative,0
258bb775-3c35-4eec-90f3-8b75a52e466a,Disgust,2020-11-26,1900-01-01 14:04:00,Photo,Education,Negative,0
258bb775-3c35-4eec-90f3-8b75a52e466a,Disgust,2021-06-07,1900-01-01 04:28:00,Photo,Education,Negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,Disgust,2020-12-03,1900-01-01 11:30:00,Photo,Studying,Negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,Disgust,2021-04-13,1900-01-01 07:30:00,Photo,Studying,Negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,Disgust,2020-06-24,1900-01-01 06:45:00,Photo,Studying,Negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,Disgust,2021-01-24,1900-01-01 20:52:00,Audio,Science,Negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,Disgust,2020-11-25,1900-01-01 19:43:00,Audio,Science,Negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,Disgust,2021-01-26,1900-01-01 15:54:00,Audio,Science,Negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,Disgust,2021-03-10,1900-01-01 19:24:00,Gif,Fitness,Negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,Disgust,2021-06-16,1900-01-01 16:12:00,Gif,Fitness,Negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,Disgust,2021-01-29,1900-01-01 09:21:00,Gif,Fitness,Negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,Disgust,2020-12-26,1900-01-01 09:23:00,Video,Science,Negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,Disgust,2021-04-02,1900-01-01 21:00:00,Video,Science,Negative,0
9ef39aa2-60f9-4e4b-b666-c6cb97015503,Disgust,2021-01-16,1900-01-01 07:00:00,Gif,Travel,Negative,0
841403fd-321b-4118-90b3-cc0075d64047,Disgust,2020-09-27,1900-01-01 06:26:00,Gif,Studying,Negative,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,Disgust,2021-03-11,1900-01-01 08:12:00,Video,Culture,Negative,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,Disgust,2020-06-23,1900-01-01 18:41:00,Video,Culture,Negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,Disgust,2020-12-29,1900-01-01 08:39:00,Photo,Science,Negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,Disgust,2021-04-27,1900-01-01 00:46:00,Photo,Science,Negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,Disgust,2020-11-20,1900-01-01 10:39:00,Photo,Science,Negative,0
0491183b-be25-4108-b667-8c30d3cdbf50,Disgust,2020-07-11,1900-01-01 18:45:00,Audio,Veganism,Negative,0
359b93ea-446f-4202-8801-db238de5de4d,Disgust,2021-02-26,1900-01-01 19:38:00,Photo,Food,Negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,Disgust,2021-06-09,1900-01-01 06:01:00,Video,Healthy Eating,Negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,Disgust,2021-04-08,1900-01-01 01:19:00,Video,Healthy Eating,Negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,Disgust,2020-08-31,1900-01-01 08:14:00,Video,Healthy Eating,Negative,0
86346263-02db-4020-a216-9e54f502f643,Disgust,2020-09-19,1900-01-01 14:51:00,Gif,Travel,Negative,0
86346263-02db-4020-a216-9e54f502f643,Disgust,2020-11-04,1900-01-01 05:30:00,Gif,Travel,Negative,0
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,Disgust,2020-09-28,1900-01-01 14:41:00,Photo,Studying,Negative,0
9d94f180-947c-40f5-aa05-f1958759b7fc,Disgust,2021-03-13,1900-01-01 14:46:00,Video,Science,Negative,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,Disgust,2021-05-06,1900-01-01 04:52:00,Photo,Culture,Negative,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,Disgust,2021-03-18,1900-01-01 15:44:00,Photo,Culture,Negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,Disgust,2020-10-31,1900-01-01 11:07:00,Gif,Culture,Negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,Disgust,2021-02-26,1900-01-01 18:46:00,Gif,Culture,Negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,Disgust,2021-01-22,1900-01-01 03:45:00,Gif,Culture,Negative,0
fada6910-2cc5-4600-808c-1e6066f795a6,Disgust,2020-08-26,1900-01-01 19:01:00,Gif,Technology,Negative,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,Disgust,2021-02-27,1900-01-01 07:03:00,Photo,Culture,Negative,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,Disgust,2020-06-27,1900-01-01 14:11:00,Photo,Culture,Negative,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,Disgust,2020-11-10,1900-01-01 01:05:00,Gif,Science,Negative,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,Disgust,2020-07-07,1900-01-01 20:10:00,Gif,Science,Negative,0
c2d6e707-f00e-4fa4-a193-eb36272f58df,Disgust,2021-04-15,1900-01-01 19:16:00,Gif,Veganism,Negative,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,Disgust,2021-01-03,1900-01-01 06:27:00,Video,Healthy Eating,Negative,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,Disgust,2021-04-20,1900-01-01 15:01:00,Video,Healthy Eating,Negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,Disgust,2020-11-24,1900-01-01 08:08:00,Video,Healthy Eating,Negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,Disgust,2020-12-21,1900-01-01 19:33:00,Video,Healthy Eating,Negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,Disgust,2021-05-04,1900-01-01 17:40:00,Video,Healthy Eating,Negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,Disgust,2020-11-04,1900-01-01 07:49:00,Photo,Dogs,Negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,Disgust,2020-10-30,1900-01-01 08:38:00,Photo,Dogs,Negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,Disgust,2020-11-11,1900-01-01 23:23:00,Photo,Dogs,Negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,Disgust,2021-02-15,1900-01-01 11:09:00,Photo,Dogs,Negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,Disgust,2021-04-12,1900-01-01 10:58:00,Photo,Travel,Negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,Disgust,2021-01-01,1900-01-01 15:36:00,Photo,Travel,Negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,Disgust,2020-12-13,1900-01-01 17:23:00,Photo,Travel,Negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,Disgust,2020-11-13,1900-01-01 10:06:00,Photo,Travel,Negative,0
ef99fd68-74fb-4c72-bc70-742ebca14499,Disgust,2021-05-25,1900-01-01 23:39:00,Video,Soccer,Negative,0
d147ab3c-4097-4eec-b4dc-480e4ece801b,Disgust,2021-05-25,1900-01-01 07:18:00,Audio,Culture,Negative,0
62681a6c-fe82-4186-ba7d-0805ae5b95ed,Disgust,2021-02-10,1900-01-01 16:00:00,Audio,Veganism,Negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,Disgust,2020-10-23,1900-01-01 11:36:00,Gif,Cooking,Negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,Disgust,2021-04-03,1900-01-01 22:31:00,Gif,Cooking,Negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,Disgust,2020-12-23,1900-01-01 13:18:00,Gif,Cooking,Negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,Disgust,2021-04-16,1900-01-01 10:24:00,Gif,Cooking,Negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,Disgust,2020-07-08,1900-01-01 21:07:00,Gif,Cooking,Negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,Disgust,2020-11-13,1900-01-01 15:40:00,Gif,Cooking,Negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,Disgust,2020-09-14,1900-01-01 10:32:00,Gif,Cooking,Negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,Disgust,2020-10-14,1900-01-01 23:46:00,Gif,Cooking,Negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,Disgust,2020-11-01,1900-01-01 08:01:00,Gif,Cooking,Negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,Disgust,2021-05-20,1900-01-01 00:01:00,Gif,Cooking,Negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,Disgust,2020-07-06,1900-01-01 14:07:00,Audio,Technology,Negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,Disgust,2020-09-06,1900-01-01 13:50:00,Audio,Technology,Negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,Disgust,2020-10-15,1900-01-01 04:56:00,Audio,Technology,Negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,Disgust,2021-01-20,1900-01-01 20:27:00,Video,Education,Negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,Disgust,2021-04-14,1900-01-01 03:34:00,Video,Education,Negative,0
1000371f-7758-4c44-a1bc-41fd836b0bcb,Disgust,2021-01-23,1900-01-01 20:42:00,Audio,Studying,Negative,0
5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,Disgust,2020-07-06,1900-01-01 15:48:00,Video,Studying,Negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,Disgust,2020-09-24,1900-01-01 20:48:00,Video,Public Speaking,Negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,Disgust,2020-09-01,1900-01-01 08:27:00,Video,Public Speaking,Negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,Disgust,2021-02-02,1900-01-01 11:04:00,Video,Public Speaking,Negative,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,Disgust,2021-05-06,1900-01-01 16:55:00,Audio,Technology,Negative,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,Disgust,2021-04-05,1900-01-01 15:27:00,Audio,Technology,Negative,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,Disgust,2021-02-03,1900-01-01 17:39:00,Gif,Education,Negative,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,Disgust,2020-07-24,1900-01-01 09:08:00,Gif,Education,Negative,0
391a9aa4-c04a-431e-8366-712d92267c2b,Disgust,2021-05-24,1900-01-01 09:55:00,Video,Public Speaking,Negative,0
391a9aa4-c04a-431e-8366-712d92267c2b,Disgust,2021-04-29,1900-01-01 20:20:00,Video,Public Speaking,Negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,Disgust,2020-12-25,1900-01-01 06:35:00,Photo,Food,Negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,Disgust,2020-12-12,1900-01-01 11:40:00,Photo,Food,Negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,Disgust,2020-07-15,1900-01-01 12:39:00,Photo,Food,Negative,0
c7066a17-2e12-49d2-bb9e-c8967051f490,Disgust,2021-02-16,1900-01-01 15:42:00,Gif,Public Speaking,Negative,0
c7066a17-2e12-49d2-bb9e-c8967051f490,Disgust,2020-09-03,1900-01-01 08:25:00,Gif,Public Speaking,Negative,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,Disgust,2021-01-21,1900-01-01 16:00:00,Photo,Animals,Negative,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,Disgust,2021-02-25,1900-01-01 22:40:00,Photo,Animals,Negative,0
c6cbd704-9d4a-4ace-b61e-e5df74ee83af,Disgust,2021-04-05,1900-01-01 05:18:00,Photo,Education,Negative,0
eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,Disgust,2020-08-21,1900-01-01 17:43:00,Gif,Soccer,Negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,Disgust,2020-11-04,1900-01-01 01:35:00,Photo,Travel,Negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,Disgust,2021-05-23,1900-01-01 19:58:00,Photo,Travel,Negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,Disgust,2020-06-20,1900-01-01 11:04:00,Photo,Travel,Negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,Disgust,2020-07-20,1900-01-01 16:21:00,Photo,Travel,Negative,0
1beeffff-f261-435f-a109-6fafe46669d4,Disgust,2021-01-24,1900-01-01 03:47:00,Photo,Public Speaking,Negative,0
1beeffff-f261-435f-a109-6fafe46669d4,Disgust,2021-03-12,1900-01-01 04:13:00,Photo,Public Speaking,Negative,0
